s1,s2,label,de_pred,gpt_pred
ベンチに女性が足をくんで座っています。,女性が道路に置いたベンチに座っています。,1,1,0
ドーナツの前で女性が男性と話しています。,ピンクの服を着た人と緑色の服を着た人の前の机に箱に入ったドーナツが置かれています。,1,1,2
ピンクの服を着た人と緑色の服を着た人の前の机に箱に入ったドーナツが置かれています。,ドーナツの前で女性が男性と話しています。,1,1,0
女性が芝生の上でぬいぐるみに囲まれて寝ています。,ぬいぐるみに囲まれて寝ている人がいます。,0,0,1
シマウマたちが川を渡っています。,丘から続く川にシマウマが入ろうとしています。,1,1,0
丸い時計と樹々とベンチと丸い建物です。,公園に時計があり、後ろにドーム状の建物があります。,1,1,0
公園に時計があり、後ろにドーム状の建物があります。,丸い時計と樹々とベンチと丸い建物です。,1,1,2
黒いスキーウェアを着た人がスキーをしています。,黄色いスキーウェアを着た人がスキーをしてい黄色い。,2,2,1
黄色いスキーウェアを着た人がスキーをしてい黄色い。,黒いスキーウェアを着た人がスキーをしています。,2,2,0
工事中の道路に、回り道を誘導するパイロンが置いてあります。,赤いコーンを立て、その中に赤いネットを張って、マンホール内の工事をしています。,1,1,0
海でサーフィンをしているところです。,男性が海でサーフィンをしています。,1,1,0
男性がスケートボードを持っています。,スケートボードを持った男性がいます。,0,0,1
サンドウィッチが皿に乗っています。,サンドイッチとナイフが置いてあります。,1,1,0
川の中や川のほとりにゾウ達がいます。,サバンナの小川にゾウがあつまっています。,1,1,0
スノーボーダーがジャンプ台から飛んでいます。,雪の斜面の上をスノーボードでジャンプしている人がいます。,1,1,0
2頭のシロクマが水の中であばれています。,シロクマが椅子に座っています。,2,2,1
壊れたものが散乱しているトイレに破損した便器があります。,壊れたものが散乱しているトイレに新品の便器があります。,2,2,1
壊れたものが散乱しているトイレに新品の便器があります。,壊れたものが散乱しているトイレに破損した便器があります。,2,2,1
綺麗に整備されたトイレに破損した便器があります。,壊れたものが散乱しているトイレに破損した便器があります。,2,2,0
壊れたものが散乱しているトイレに破損した便器がない。,壊れたものが散乱しているトイレに破損した便器があります。,2,2,1
車のサイドミラーの中にカメラを構える人と犬が写っています。,自動車の窓から犬が外の様子を覗いています。,1,1,0
スケートボードに乗っている人が階段の手すりの所で跳び上がりバランスを取っています。,階段の手摺りをジャンプしているスケートボーダーを、撮影している人がいます。,1,1,2
丸型の時計のうしろに木があります。,5時1分を指し示した時計があります。,1,1,0
雪山の見える道路を、２人の人がスキーを担いで歩いています。,スキーを担いだ二人の人が道路を歩いています。,0,0,1
男性がフリスピーを飛ばそうとしています。,芝生の上で一人の男性がフリスビーを楽しんでいます。,1,1,0
４本のネクタイが丸めて並べられています。,丸めたネクタイが四つおかれています。,0,0,1
部屋の隅に電子レンジが置いてあります。,キッチンにレンジや炊飯器、ポットらしきものも置かれています。,1,1,0
駅のプラットホームに電車が停車しています。,駅のプラットホームから電車が発車しています。,2,2,1
駅のプラットホームから電車が発車しています。,駅のプラットホームに電車が停車しています。,2,2,0
駅のプラットホームに電車が停車するところでず。,駅のプラットホームに電車が停車しています。,2,2,1
明るいライトに留まる１羽の野鳥がいます。,暗いライトに留まる鳩がいます。,2,2,1
明るいライトに留まる１羽の野鳥がいます。,ライトに留まるたくさんの野鳥がいます。,2,2,1
暗いライトに留まる鳩がいます。,明るいライトに留まる１羽の野鳥がいます。,2,2,0
浜辺で色々な立体的な凧の様なものを揚げています。,海の砂浜の柵で区切られた場所で、立体的な凧の様なものを揚げている人々がいます。,1,1,0
自転車にスケートボードが立てかけられています。,自転車の側面にスケートボードが立てかけられています。,1,1,0
海でサーフィンをしている男性がいます。,海でサーフィンをしている人がいます。,0,0,1
海でサーフィンをしている人がいます。,海でサーフィンをしている男性がいます。,1,1,2
線路上を鉄道車両が通過するところです。,線路上で鉄道車両が通過待ちをしています。,2,2,1
線路上を鉄道車両が停車するところです。,線路上を鉄道車両が通過するところです。,2,2,0
線路上で鉄道車両が通過待ちをしています。,線路上を鉄道車両が通過するところです。,2,2,1
室内でネクタイを締めている人がいます。,シャツを着た男性が立ってネクタイをつけているところです。,1,1,2
スノーボーダーが、上手に手すりの上を滑っています。,手すりの下を滑っている。,2,2,1
スノーボーダーが、上手に手すりの上を滑っています。,手すりの横を滑っている。,2,2,1
手すりの下を滑っている。,スノーボーダーが、上手に手すりの上を滑っています。,2,2,1
手すりの横を滑っている。,スノーボーダーが、上手に手すりの上を滑っています。,2,2,1
芝生の上に何頭ものシマウマが立っている。,草原に何頭ものシマウマが立っています。,1,1,0
交差点でサングラスをかけた男性が携帯電話で話をしています。,ピンク色のシャツにサングラスの男性が、携帯電話を耳に当てています。,1,1,0
ピンク色のシャツにサングラスの男性が、携帯電話を耳に当てています。,交差点でサングラスをかけた男性が携帯電話で話をしています。,1,1,0
小さな女の子が皿の中の麺を持ち上げています。,子供がスパゲッティーを高く掲げています。,1,1,0
雪山の斜面をスキーヤーが滑っています。,晴天の雪山をスキーヤーが滑っています。,1,1,0
サーフボードのオブジェの脇で、女性がにこやかにポーズをとっています。,女性がサーフボードの看板を横にポーズを決めています。,1,1,2
車が駐まっている道路の信号は黄です。,車が駐まっている道路の信号は青です。,2,2,0
様々な時計が、壁一面にかけられています。,壁に沢山の時計が掛かっています。,0,0,1
線路わきに三人の自転車を持った若者が集っている。,数人の若者が自転車を止めて話しをしています。,1,1,0
シャッターのまえにひとがすわっています。,シャッターのまえに猫がすわっています。,2,2,1
シャッターのまえにひとが立っています。,シャッターのまえにひとがすわっています。,2,2,0
シャッターのまえに犬がすわっています。,シャッターのまえにひとがすわっています。,2,2,1
シャッターのまえに猫がすわっています。,シャッターのまえにひとがすわっています。,2,2,1
パソコンがあるオフィスにペンギンのぬいぐるみが飾られています。,黒いパソコンモニターの前に、黒い椅子があります。,1,1,2
港町のパブで数人の男たちが食事を楽しんでいる。,屋外でパーティーをしていてみんな笑顔です。,1,1,2
屋外でパーティーをしていてみんな笑顔です。,港町のパブで数人の男たちが食事を楽しんでいる。,1,1,0
焼きあがったピザがお皿の上に載っています。,こんがりと焼けたピザが、白い皿に載せられています。,1,1,0
テニスプレイヤーがボールを打ち返そうとしています。,白いユニフォームを身につけた男性がラケットでボールを打とうとしています。,1,1,0
幼児が赤い傘を持ってこちらを見つめている。,赤い傘を掲げた男の子がほほえんでいます。,1,1,0
青空の下、白い機体の飛行機が地面にとまっています。,空港に白い飛行機がとめられています。,1,1,0
野菜の具がたっぷり入ったサンドイッチがあります。,トマトやタマネギが入ったサンドウィッチです。,1,1,0
皿の上にホットドッグとポテチがあります。,白くて丸いお皿に盛られた、ホットドッグとポテトチップスです。,1,1,0
白くて丸いお皿に盛られた、ホットドッグとポテトチップスです。,皿の上にホットドッグとポテチがあります。,0,0,1
様々な種類の野菜と果物が並んでいます。,果物屋の軒先にはオレンジやリンゴなどが箱に入って並べられています。,1,1,0
道路の真ん中に、オレンジ色のトラックが停まっています。,オレンジ色のトラックが、交差点の真ん中で道を塞いでいます。,1,1,0
テニスコートでテニスのダブルスの試合が行われています。,コートでダブルスのテニスが行われています。,0,0,1
飛行機が滑走路に停まってタラップを下ろしています。,双発プロペラ機がドアを開けたタラップを下ろして空港に停まっています。,1,1,0
山のふもとに何頭もの馬が立っている。,山の下の砂場に五頭の馬が立っています。,1,1,0
山のふもとに数頭の馬が立っています。,山の手前の草原に馬が数頭佇んでいます。,1,1,2
公園のベンチの前に時計が立っています。,公園のベンチの前に女性が立っています。,2,2,1
公園のベンチの前に女性が立っています。,公園のベンチの前に時計が立っています。,2,2,1
公園のトイレの前に時計が立っています。,公園のベンチの前に時計が立っています。,2,2,1
屋外でシマウマたちが集まっています。,岩がごろごろ転がっている斜面下の広場にシマウマが5頭います。,1,1,0
室内に複数のテーブルが並べられています。,広いショールームの空間が広がっています。,1,1,0
川の上にある鉄橋を黒い電車が走っている。,鉄橋の上を貨物列車が走っています。,1,1,0
貨物列車が山の前の線路の上にいます。,山の前に蒸気機関の貨物列車がいます。,1,1,0
スキーを履いた人が雪の上へ立っています。,赤いウェアのスキーヤーが見晴らしの良い場所で立っています。,1,1,0
海で、サーファーが波に乗っています。,男性が波を切りながらサーフィンをしています。,1,1,0
男性が波を切りながらサーフィンをしています。,海で、サーファーが波に乗っています。,0,0,1
キャラクターの形をしたお菓子に蝋燭が10数本たてられています。,動物をかたどったケーキに何本ものロウソクがささっています。,1,1,0
野球のバッターがボールを打とうとしています。,バットを下から振り上げているバッターがいます。,1,1,0
テーブルの上に調理されているピザがあります。,プレートに載せられたピザ生地の上に材料を載せているところです。,1,1,2
スケートボードをしている人がジャンプしています。,スキーをしている人がいます。,2,2,1
スキーをしている人がいます。,スケートボードをしている人がジャンプしています。,2,2,1
スケートボードを持っている人が歩いてきます。,スケートボードをしている人がジャンプしています。,2,2,0
赤信号で大型トラックが停まっています。,白い大型トラックが赤信号で停まっている。,1,1,0
広大な草原に放牧されているヤギがいます。,草原にたくさんのヤギが放牧されています。,0,0,1
ライトの点いたキッチンやシンクの上にいろいろな物が置かれています。,黄色の壁と白いドアがあるキッチンです。,1,1,0
海でサーファーがサーフィンをしています。,女性が波に乗ってサーフィンをしています。,1,1,2
１頭のゾウが草むらに佇んでいます。,1頭のライオンが佇んでいる。,2,2,1
1頭のライオンが佇んでいる。,１頭のゾウが草むらに佇んでいます。,2,2,1
2頭のゾウが佇んでいる。,１頭のゾウが草むらに佇んでいます。,2,2,1
青い芝生で、男性がフリスピーをしている様子です。,赤いウェアの男性と水色のウェアの男性がフリスビーをしています。,1,1,0
雪の積もった林で子供と大人がスキーですべっています。,子供が1人スキーをしている。,2,2,1
子供が1人スキーをしている。,雪の積もった林で子供と大人がスキーですべっています。,2,2,1
日が当たる砂浜で、カイトが揚がっています。,遠くに太陽が沈む海の風景があります。,1,1,0
母親がベッドで子供に本を見せています。,二人の子供が寝ているベッドで女性が本を開いて見せています。,1,1,0
女性がテーブルの上のホールケーキをぐちゃぐちゃにしています。,赤い服を着た女の人がケーキを左手でつかんで包丁で刺しています。,1,1,0
森の中に木のベンチの場所があります。,木でできた部屋にある長方形の窓から、大きな木が見えます。,1,1,0
ビルに設置された時計が５時６分を指しています。,窓から大きな時計が取り付けられたビルが見えます。,1,1,0
大理石でできた洗面所に2つの洗面台があります。,金の蛇口がついた大理石の洗面台です。,1,1,0
男性と女性がキッチンに立っています。,キッチンの前に立つ男性の腰に、女性が手を当て後ろに立っています。,1,1,0
消火栓が道端に設置がされています。,道路の脇に錆びた消火栓が設置されています。,1,1,0
ある人物がスケートボードでアクションをしています。,スケートボード練習場である人がスケートボードをしています。,1,1,0
障害物競走で障害を馬が乗り越えています。,馬がジョッキーを乗せて、障害物を飛び越えています。,1,1,2
部屋の中に三台並んだベッドの足元に椅子が三脚置かれています。,部屋の中に三台並んだベッドの上に椅子が三脚置かれています。,2,2,1
家の外に三台並んだベッドの足元に椅子が三脚置かれています。,部屋の中に三台並んだベッドの足元に椅子が三脚置かれています。,2,2,1
部屋の中に三台並んだベッドの上に椅子が三脚置かれています。,部屋の中に三台並んだベッドの足元に椅子が三脚置かれています。,2,2,1
部屋の中に三台並んだベッドから離れた場所に椅子が三脚置かれています。,部屋の中に三台並んだベッドの足元に椅子が三脚置かれています。,2,2,1
ゴーグルをしたひとが雪のうえに立っています。,カバンを持ったひとが雪の上に座っています。,2,2,1
カバンを持ったひとが雪の上に座っています。,ゴーグルをしたひとが雪のうえに立っています。,2,2,1
ナイフと歪な形のニンジンが板の上にたくさん置かれている。,ナイフと歪な形のニンジンが少しだけ板の上に置かれている。,2,2,1
ナイフと歪な形のニンジンが少しだけ板の上に置かれている。,ナイフと歪な形のニンジンが板の上にたくさん置かれている。,2,2,0
スキーを履いてジャンプしている人がいます。,スキー板を履いた人が、ジャンプしています。,0,0,2
草原の木立の中にキリンが二頭います。,草原の木立の中にバッファローが二頭います。,2,2,0
草原の木立の中にバッファローが二頭います。,草原の木立の中にキリンが二頭います。,2,2,1
貨物列車がカーブを曲がってきています。,ライトをつけた電車が走っています。,1,1,0
椅子の上には花瓶に生けられた草などがあります。,椅子の上に、花瓶に入った植物があります。,0,0,1
椅子の上に、花瓶に入った植物があります。,椅子の上には花瓶に生けられた草などがあります。,1,1,2
車のミラーに運転手が写っています。,バイクのミラーに運転手が写っています。,2,2,1
バイクのミラーに運転手が写っています。,車のミラーに運転手が写っています。,2,2,0
波打ち際でサーファーがサーフボードを持って歩いています。,海辺のビーチにて、サーフボードを持った男性が歩いています。,1,1,0
水際に一頭の白熊が立っています。,白熊が池の水に飛び込もうとしています。,1,1,0
階段にたくさんの男女が腰を掛けています。,階段のある場所にたくさんの人が腰を掛けています。,1,1,0
階段のある場所にたくさんの人が腰を掛けています。,階段にたくさんの男女が腰を掛けています。,1,1,0
公園の時計が1時18分を示しています。,公園の時計が11時18分を示しています。,2,2,1
部屋のなかに机と照明が置かれています。,部屋にデスクと椅子、電気スタンドが置かれています。,1,1,0
部屋にデスクと椅子、電気スタンドが置かれています。,部屋には机と椅子、電気スタンドがあります。,0,0,1
赤い６つのスピーカーが柱の上にあります。,屋外の高場に赤いスピーカーが取り付けられています。,1,1,0
海の上にたくさんの船が浮かんでいるところです。,海の上に船が一艘浮かんでいる。,2,2,1
海の上に船が一艘浮かんでいる。,海の上にたくさんの船が浮かんでいるところです。,2,2,0
壁のフックには歯ブラシがかけられています。,タイルの壁に歯ブラシがぶら下げられています。,1,1,0
川のそばのレールの上を列車が走っています。,赤色の列車が線路の上を走行しています。,1,1,0
女性がスケートボードにのってすべっています。,柵の前で、女性がスケートボードをしています。,1,1,0
ネットを挟んで2人のテニスプレーヤーが握手をしています。,男性テニスプレイヤーたちが、ネットを挟んで握手をしています。,1,1,0
牧草地に放牧中のたくさんの乳牛です。,牧草地に1頭の羊がいます。,2,2,1
牧草地に1頭の羊がいます。,牧草地に放牧中のたくさんの乳牛です。,2,2,1
白いシーツの敷かれた台の上に置かれたお皿に盛られた食べ物に舌を出した顔を近づけている人物がいます。,白い大皿に載せられた料理を手を使わずに食べようとしている男性がいます。,1,1,0
個室のトイレには赤い花が活けてあります。,ベージュを基調としたトイレットルームです。,1,1,0
テーブルで料理を作っている人達がいます。,大人と子供がお菓子を作っています。,1,1,0
洗面台の中に黒い猫が丸くなって入っています。,洗面台の中にニャンコが丸まっています。,0,0,1
旅行カバンに熊のぬいぐるみが置いてあります。,取っ手に熊のぬいぐるみが一つはさまれています。,1,1,0
男性がフリスビーを両手に持って立っています。,公園でフリスビーを持った男性がいます。,1,1,0
ベッドに敷かれた布団の上に二匹の動物が寝転がっています。,二匹の犬がベッドの上で寝ています。,1,1,0
芝生の上でイヌがボールに前足をかけています。,犬がサッカーボールを前足でつついて遊んでいます。,1,1,0
路上でスケボーをしている人がいます。,人が街でスケートボードをしています。,0,0,1
土の上にシマウマが３頭立っています。,三頭のシマウマが土の上を歩いています。,1,1,2
オリーブなどを乗せた焼かれた楽天があります。,オリーブなどを乗せた焼かれたピザがあります。,2,2,0
海でサーフィンをしている人たちがいます。,五人の男性が海でサーフボードを漕いでいます。,1,1,0
海でサーフィンをしている人たちがいます。,白い波が立っている海で、複数の人が１本のオールを手に持ってサーフィンをしています。,1,1,0
五人の男性が海でサーフボードを漕いでいます。,海でサーフィンをしている人たちがいます。,0,0,1
雪山でスキーヤーが宙返りをしています。,スキーヤーが斜面で背中を下にしながらジャンプしています。,1,1,0
グラウンドで野球をしている人がいます。,黒いユニフォームを着た人がバッターボックスでバットをかまえて立っています。,1,1,2
屋外のスケートボードパークで、スケートボーダーたちが滑っています。,室内のスケートボードパークで、スケートボーダーたちが滑っています。,2,2,1
高い時計台が併設された建物があります。,青空の下にベージュ色の時計台があります。,1,1,0
ワゴン車の荷台にたくさんのバナナが積まれています。,車の中に沢山のバナナが積み込まれています。,0,0,1
緑色の服を着た人が、茶色いイチゴが乗ったケーキを切っています。,緑色のＴシャツを着た人が、ケーキを切り分けています。,1,1,0
部屋にクリスマスツリーが置かれています。,部屋の中で、クリスマスツリーが点灯しています。,1,1,0
部屋の中で、クリスマスツリーが点灯しています。,部屋にクリスマスツリーが置かれています。,0,0,2
椅子の上に猫と布と枕があります。,ベッドの上に猫と布と枕があります。,2,2,0
洗面台の上に、石鹸のボトルが二本置いてあります。,タイルの壁に洗面台が備え付けられています。,1,1,2
緑色の植物を生けたビンが置かれています。,黒色の植物を生けたビンが置いてあります。,2,2,1
白色の植物を生けた瓶が置いてあります。,緑色の植物を生けたビンが置かれています。,2,2,0
曇り空の上を一機の戦闘機が飛んでいる。,曇り空の中を戦闘機が飛んでいます。,0,0,2
都会を流れる川を観光船が進んでいます。,周りにビルが立ち並ぶ川を、ボートが走っています。,1,1,0
コンクリートの上に、黒猫が寝そべっています。,コンクリートの上に黒猫が横たわっています。,0,0,1
野球場にてホームベースそばにバッターやキャッチャーなどがいます。,観客が見守る中、野球の試合が行われています。,1,1,0
バイクを二人乗りしている人が見えます。,2人乗りをした、バイクが走っています。,1,1,0
カットされたコーンやトマトがトッピングされたピザです。,一枚の大きいピザが紙のボックスに入っています。,1,1,2
猫が扉の下の隙間から顔を出しています。,犬が扉の下の隙間から顔を出しています。,2,2,1
猫が扉の下の隙間から顔を出しています。,猫が扉の下の隙間からおしりを出しています。,2,2,1
犬が扉の下の隙間から顔を出しています。,猫が扉の下の隙間から顔を出しています。,2,2,1
猫が扉の下の隙間からおしりを出しています。,猫が扉の下の隙間から顔を出しています。,2,2,0
芝の上をフライングディスクを咥えた犬が走っています。,雪の上をフライングディスクを咥えた犬が走っています。,2,2,1
砂浜でフライングディスクを咥えた犬が走っています。,雪の上をフライングディスクを咥えた犬が走っています。,2,2,1
雪の上でフライングディスクを咥えた犬が止まっています。,雪の上をフライングディスクを咥えた犬が走っています。,2,2,1
テーブルの上にたくさんのボトルやグラスが置かれています。,沢山の物が置かれたテーブルの奥に二人が座っています。,1,1,0
バナナを前に微笑む男性2人がいます。,男性二人がバナナを見て微笑んでいます。,0,0,1
3頭のシマウマが、顔を寄せ合っています。,道路に三頭のシマウマが立っています。,1,1,0
道路に三頭のシマウマが立ち止まっています。,三匹のシマウマが道路の上に立っています。,0,0,1
Ｔシャツの男性が荷物をはこんでいます。,男性が大きな箱を抱えて運んでいます。,1,1,0
トレイの上にケーキが乗っています。,トレイの上に書類が乗っています。,2,2,1
トレイの上に書類が乗っています。,トレイの上にケーキが乗っています。,2,2,1
列車が駅のホームに入ってきています。,誰もいないホームに電車が入ってきています。,1,1,0
車のいる道のそばで、電話をしている男性がいます。,女性が電話をしている。,2,2,1
女性が電話をしている。,車のいる道のそばで、電話をしている男性がいます。,2,2,1
男性が電話を探しています。,車のそばで、男性が電話を耳にあてています。,2,2,1
上半身裸の男が、飲み物を飲んでいます。,浜辺で男性が缶飲料を飲んでいます。,1,1,0
缶ジュースと携帯電話を手に持った上半身裸の男性が座っています。,缶飲料を持った上半身裸の男性がいます。,0,0,2
キッチンは乱雑だ。,キッチンルームは整理整頓されています。,2,2,1
キッチンはほこりまみれだ。,キッチンルームは整理整頓されています。,2,2,1
時計台があるレンガ造りの建物です。,茶色と白で構成された大きな時計台があります。,1,1,0
草むらの向こうの草原に、動物が二頭います。,草むらの向こうの草原に動物達がいます。,0,0,1
大きな牙のあるゾウが１頭、長い鼻で水をすくっています。,動物園の像が、長い鼻で水をすくっているところです。,1,1,2
老人が一人で横断歩道を渡っています。,若者が横断歩道を渡っている。,2,2,1
若者が横断歩道を渡っている。,老人が一人で横断歩道を渡っています。,2,2,1
高校生が横断歩道を渡っている。,老人が一人で横断歩道を渡っています。,2,2,1
トイレの窓にブラインドが設置されています。,トイレの窓には通気口があるだけである。,2,2,1
トイレの窓には通気口があるだけである。,トイレの窓にブラインドが設置されています。,2,2,1
女性が手に持ったハサミを額の前に当てています。,前髪を自分で切っている女性がいます。,1,1,0
白いドアの近くに五つの時計が設置されています。,扉のそばの壁に五つの掛け時計が掛かっています。,1,1,0
扉のそばの壁に五つの掛け時計が掛かっています。,扉の左側の壁に時計が５つ縦に並んで掛かっています。,1,1,0
男性がベンチに座り携帯電話のような物を手にしています。,椅子に腰かけた人が、手に持ったものを見ています。,1,1,0
専用練習場内で、男性がスケートボードでジャンプをしています。,雲の漂う空の下で男性がスケートボードを使いジャンプしています。,1,1,0
ボールを高らかに上げて少年が今まさにラケットで打とうとしています。,一人の少年がまさにサーブしようとしています。,1,1,0
２人の人がパソコンの前でポーズをとっています。,教室で机に着き、ノートPCをしている男性がこちらを見て舌を出し、隣に座る人は上を見上げてブイサインをしています。,1,1,0
赤い電車には大きな文字が書かれてあります。,プラットホームに止まっている電車には大きな文字が描かれいます。,1,1,0
サーフボードを手にした男性と水着の女性がいます。,サーフボードを持っている男性と水着を着ている女性が海岸にいます。,1,1,0
サーフボードを持っている男性と水着を着ている女性が海岸にいます。,サーフボードを手にした男性と水着の女性がいます。,0,0,2
小鳥たちが道に落ちたパンをつついています。,小鳥たちが飛んでいる。,2,2,1
小鳥たちが道に落ちたパンをつついています。,小鳥たちが木に止まっている。,2,2,1
小鳥たちが道に落ちたパンをつついています。,小鳥たちがカラスに追われている。,2,2,1
小鳥たちが飛んでいる。,小鳥たちが道に落ちたパンをつついています。,2,2,1
小鳥たちが木に止まっている。,小鳥たちが道に落ちたパンをつついています。,2,2,1
小鳥たちがカラスに追われている。,小鳥たちが道に落ちたパンをつついています。,2,2,1
お皿には数種類のフルーツが盛られています。,お皿にはりんごが一個盛られています。,2,2,1
お皿にはりんごが一個盛られています。,お皿には数種類のフルーツが盛られています。,2,2,0
車の荷台にとらの置物がのせられています。,道路を荷台に大きなトラのぬいぐるみを乗せて走ってます。,1,1,0
道路を走っている自動車とその上を飛行機が飛んでいます。,道路を走る車と、その上空を飛ぶ飛行機です。,0,0,1
一台のバイクに乗った人の写真を数人の人がとっています。,自動車に挟まれるようにして出発を待つオートバイがいます。,1,1,0
男女がテーブルの前に腰かけドーナツを食べています。,ドーナッツをかじっている男性がいます。,0,0,1
男性テニスプレイヤーがいます。,黄緑の服を着た女性テニスプレイヤーがテニスをしています。,2,2,0
噴水の向こう側に、傘を差した人が歩いています。,噴水の向こうに傘を差して歩いている人がいます。,0,0,1
白い皿の上にピザが１枚のっていた。,食卓に大きなピザが置かれています。,1,1,0
列車が走って居ます。,駅には水色のラッピングがされた列車が停まっています。,2,2,0
警察の大型トラックが停まっています。,警察のクレーン車が道路に停まっています。,1,1,2
針葉樹の枝の上で小さい鳥が鳴いています。,針葉樹の枝の上で小さい鳥が目をつむって寝ています。,2,2,1
針葉樹の枝の上で小さい鳥が鳴いています。,針葉樹の枝の上で小さい鳥が静かにあたりを見回しています。,2,2,1
針葉樹の枝の上で小さい鳥が目をつむって寝ています。,針葉樹の枝の上で小さい鳥が鳴いています。,2,2,1
針葉樹の枝の上で小さい鳥が静かにあたりを見回しています。,針葉樹の枝の上で小さい鳥が鳴いています。,2,2,0
白い皿の上に野菜と肉が盛られています。,白い皿には肉と野菜がたくさん盛られています。,1,1,0
蒸気機関車に牽かれた客車が走っています。,線路の上を汽車が走行しています。,0,0,1
野菜の入った容器の前で子供がしかめっ面をしています。,二つの白いさらにはグリーンピースと細切れの野菜があり、その向こうには渋い顔をした子供が座っています。,1,1,0
女子のテニスプレーヤーのプレーをしているシーンです。,ボールを打とうとしている２人のテニスの女子選手がいます。,1,1,0
部屋に本棚が３つとテレビとペンギンのぬいぐるみがあります。,本棚やテレビの置いてある室内です。,0,0,1
牧草地で羊が牧草を、食べているところです。,草が生い茂る原っぱで羊が一匹だけいる。,1,1,0
ピンク色のバスの中に青い服を着た男性が乗り込むところです。,停車中のピンク色のバスに人々が乗り込んでいます。,1,1,0
海辺に小型のボートが置いてあります。,砂浜に一艘のボートが係留されています。,1,1,0
一人の女性が手にチョコレートのかかったお菓子を持っています。,メガネをかけた女性がケーキを持っている。,1,1,0
コートでテニスラケットを振りかぶっています。,男性がラケットとボールを持ち、サーブを打つポーズをとっています。,1,1,0
男性がラケットとボールを持ち、サーブを打つポーズをとっています。,コートでテニスラケットを振りかぶっています。,1,1,0
１人の男性が、３匹の犬と一緒に立っています。,男性が犬を連れて線路を立っています。,1,1,0
男性が犬を連れて線路を立っています。,１人の男性が、３匹の犬と一緒に立っています。,1,1,0
赤い長靴に黒い傘を差した女性が歩いています。,街中の歩道を傘を差した女性が歩いています。,1,1,0
犬が赤い布の上でぬいぐるみを枕にして寝ています。,犬がぬいぐるみとじゃれている。,2,2,1
犬がぬいぐるみとじゃれている。,犬が赤い布の上でぬいぐるみを枕にして寝ています。,2,2,1
大型バイクで出勤するサラリーマンが道路を走行しています。,スーツを着ている男性がバイクに乗っている。,1,1,0
野球選手が、野球の練習をしているところです。,バックネット裏に三人のプレイヤーが立っています。,1,1,0
駅のホームに停まっている電車です。,電車が人がいないかもしれない駅に停車しています。,1,1,2
タイヤのパンクした赤い車の下に白い猫が座っています。,タイヤのパンクした赤い車の下に赤い猫が座っています。,2,2,1
タイヤのパンクした赤い車の下に白い猫が座っています。,タイヤのパンクした赤い車の下に白い犬が座っています。,2,2,1
タイヤのパンクした赤い車の下に赤い猫が座っています。,タイヤのパンクした赤い車の下に白い猫が座っています。,2,2,1
タイヤのパンクした赤い車の下に白い犬が座っています。,タイヤのパンクした赤い車の下に白い猫が座っています。,2,2,1
タイヤのパンクした赤い車の下に白い猫が立っています。,タイヤのパンクした赤い車の下に白い猫が座っています。,2,2,1
林の中で二頭のシマウマが立っています。,雪の積もる土地にシマウマが２頭います。,1,1,0
三頭のシマウマが草地で草を食べています。,牧草地で、草を食べるシマウマがいます。,0,0,1
草が茂る斜面でシマウマが草を食べています。,青草を食べるシマウマが３頭います。,1,1,0
テーブルの上に鞄の形をしたオブジェがあります。,青い台紙の上に白い鞄の置物が置かれています。,1,1,2
森の中で、１頭の牛が立ち、もう１頭の牛が横たわっています。,森の中で、1頭も牛はいなかった。,2,2,1
森の中で、１頭の牛が立ち、もう１頭の牛が横たわっています。,森の中で、2頭の牛が立っていた。,2,2,1
森の中で、1頭も牛はいなかった。,森の中で、１頭の牛が立ち、もう１頭の牛が横たわっています。,2,2,1
森の中で、1頭の馬が立ち、もう一頭の馬はよく寝ていた。,森の中で、１頭の牛が立ち、もう１頭の牛が横たわっています。,2,2,1
森の中で、多くの牛がいたが、横たわっている牛はいなかった。,森の中で、１頭の牛が立ち、もう１頭の牛が横たわっています。,2,2,1
キリンが土のある場所の上に立っています。,平原にたくさんのキリンが佇んでいます。,1,1,0
雪のジャンプ台を飛んでいるスキーヤーがいます。,スキー場のパークにて、スキーヤーがジャンプを決めています。,1,1,0
テーブルに、十字架とローソクが立てられています。,机の上に十字架とろうそくが置かれ、お花が供えられています。,1,1,0
砂利道で立ち止まっている羊たちがいます。,広がる野原の中にある道路脇に羊が2頭います。,1,1,0
アールデコ調の建物が建ち並んでいます。,レンガ造りの階段の上に、ベンチがあります。,1,1,0
ダートの広場で馬の手綱を片手で持ち、もう片方は帽子を持ちながら駆けています。,女性が帽子を持ちながら馬の上に乗って走っている。,1,1,0
芝生の上で女性が凧を持っています。,女性がカイトをもって笑っています。,1,1,0
くちばしがオレンジ色の鳥が２羽、羽を広げています。,くちばしがオレンジ色の２羽の鳥が羽を広げて芝生の上に立っています。,1,1,0
飛行機が上空を飛んでいるところです。,マンションの上を飛行機が飛んでいます。,1,1,0
マンションの上を飛行機が飛んでいます。,飛行機が上空を飛んでいるところです。,0,0,1
芝生の上に寝転んでいます。,芝生の上を凧を持った子供が走っています。,2,2,1
男子女子が三列に並んで真上を見ています。,男子女子が三列に並んでこちらを見ています。,2,2,1
緑の植物の中に、廃車が捨てられています。,茂みに青いトラックが廃棄されています。,1,1,2
古く汚れたトイレの便器があります。,トイレの周りの壁が壊されています。,1,1,0
